"","year","inst","numx","men","women","major","stem"
"8427",2006,"National",56,89,317,"Special school education","Non-STEM"
"8428",2006,"National",57,24,140,"Kindergarten education","Non-STEM"
"8429",2006,"National",58,1334,505,"Physical education","Non-STEM"
"8430",2006,"National",59,23094,33501,"Pedagogy: Others","Non-STEM"
"8431",2006,"National",60,203,217,"Fine arts","Non-STEM"
"8432",2006,"National",61,76,108,"Design","Non-STEM"
"8433",2006,"National",62,311,653,"Music","Non-STEM"
"8434",2006,"National",63,347,789,"Fine arts: Others","Non-STEM"
"8435",2006,"National",64,329,521,"Liberal arts","Non-STEM"
"8436",2006,"National",65,297,335,"General science","Non-STEM"
"8437",2006,"National",66,1969,934,"Liberal arts (humanities and social sciene)","Non-STEM"
"8438",2006,"National",67,3478,526,"Liberal arts (science)","Non-STEM"
"8439",2006,"Public",1,1985,7051,"Literature","Non-STEM"
"8440",2006,"Public",2,104,109,"History","Non-STEM"
"8441",2006,"Public",3,24,237,"Philosophy","Non-STEM"
"8442",2006,"Public",4,3016,6266,"Humanities: Others","Non-STEM"
"8443",2006,"Public",5,1383,1060,"Law and politics","Non-STEM"
"8444",2006,"Public",6,14133,7524,"Commerce and economics","Non-STEM"
"8445",2006,"Public",7,2044,4111,"Sociology","Non-STEM"
"8446",2006,"Public",8,1912,1588,"Social sciences: Others","Non-STEM"
"8447",2006,"Public",9,486,170,"Mathematics","STEM"
"8448",2006,"Public",10,366,66,"Physics","STEM"
"8449",2006,"Public",11,163,75,"Chemistry","STEM"
"8450",2006,"Public",12,316,226,"Biology","STEM"
"8451",2006,"Public",13,95,38,"Geography","STEM"
"8452",2006,"Public",14,1081,688,"Physical sciences: Others","STEM"
"8453",2006,"Public",15,2333,110,"Mechanical engineering","STEM"
"8454",2006,"Public",16,4639,637,"Telecommunications engineering","STEM"
"8455",2006,"Public",17,1453,462,"Civil engineering","STEM"
"8456",2006,"Public",18,704,200,"Applied chemistry","STEM"
"8457",2006,"Public",19,219,14,"Applied science","STEM"
"8458",2006,"Public",20,0,0,"Nuclear engineering","STEM"
"8459",2006,"Public",21,0,0,"Mining engineering","STEM"
"8460",2006,"Public",22,0,0,"Metallurgical engineering","STEM"
"8461",2006,"Public",23,0,0,"Textile engineering","STEM"
"8462",2006,"Public",24,0,0,"Marine engineering","STEM"
"8463",2006,"Public",25,239,19,"Aeronautical engineering","STEM"
"8464",2006,"Public",26,276,65,"Engineering management","STEM"
"8465",2006,"Public",27,0,0,"Crafts","STEM"
"8466",2006,"Public",28,3272,965,"Engineering: Others","STEM"
"8467",2006,"Public",29,225,162,"Agricultural sciences","STEM"
"8468",2006,"Public",30,166,175,"Agricultural chemistry","STEM"
"8469",2006,"Public",31,54,31,"Agricultural engineering","STEM"
"8470",2006,"Public",32,94,133,"Agricultural economics","STEM"
"8471",2006,"Public",33,84,73,"Forestry","STEM"
"8472",2006,"Public",34,0,0,"Forest products","STEM"
"8473",2006,"Public",35,150,124,"Veterinary medicine","STEM"
"8474",2006,"Public",36,113,70,"Fisheries science","STEM"
"8475",2006,"Public",37,1046,841,"Agricultural sciences: Others","STEM"
"8476",2006,"Public",38,2664,1337,"Medicine","Health"
"8477",2006,"Public",39,372,215,"Dentistry","Health"
"8478",2006,"Public",40,893,643,"Pharmacy","Health"
"8479",2006,"Public",41,928,11454,"Nursing","Health"
"8480",2006,"Public",42,1097,2083,"Health: Others","Health"
"8481",2006,"Public",43,0,0,"Merchant marine","Non-STEM"
"8482",2006,"Public",44,145,787,"Home economics","Non-STEM"
"8483",2006,"Public",45,101,1050,"Food science","Non-STEM"
"8484",2006,"Public",46,0,96,"Clothing","Non-STEM"
"8485",2006,"Public",47,0,0,"Housing","Non-STEM"
"8486",2006,"Public",48,0,0,"Child","Non-STEM"
"8487",2006,"Public",49,35,244,"Pedagogy","Non-STEM"
"8488",2006,"Public",50,0,0,"Elementary school education","Non-STEM"
"8489",2006,"Public",51,0,0,"Junior high school education","Non-STEM"
"8490",2006,"Public",52,0,0,"High school education","Non-STEM"
"8491",2006,"Public",53,0,0,"Specialized subjects education","Non-STEM"
"8492",2006,"Public",54,0,0,"Visually impaired education","Non-STEM"
"8493",2006,"Public",55,0,0,"Deaf education","Non-STEM"
"8494",2006,"Public",56,0,0,"Special school education","Non-STEM"
"8495",2006,"Public",57,0,0,"Kindergarten education","Non-STEM"
"8496",2006,"Public",58,0,0,"Physical education","Non-STEM"
"8497",2006,"Public",59,335,676,"Pedagogy: Others","Non-STEM"
"8498",2006,"Public",60,385,1062,"Fine arts","Non-STEM"
"8499",2006,"Public",61,226,510,"Design","Non-STEM"
"8500",2006,"Public",62,205,654,"Music","Non-STEM"
"8501",2006,"Public",63,131,515,"Fine arts: Others","Non-STEM"
"8502",2006,"Public",64,77,359,"Liberal arts","Non-STEM"
"8503",2006,"Public",65,0,0,"General science","Non-STEM"
"8504",2006,"Public",66,0,0,"Liberal arts (humanities and social sciene)","Non-STEM"
"8505",2006,"Public",67,0,0,"Liberal arts (science)","Non-STEM"
"8506",2006,"Private",1,41065,106940,"Literature","Non-STEM"
"8507",2006,"Private",2,15194,12906,"History","Non-STEM"
"8508",2006,"Private",3,17326,23535,"Philosophy","Non-STEM"
"8509",2006,"Private",4,43837,87489,"Humanities: Others","Non-STEM"
"8510",2006,"Private",5,109844,45491,"Law and politics","Non-STEM"
"8511",2006,"Private",6,345322,99489,"Commerce and economics","Non-STEM"
"8512",2006,"Private",7,75829,85061,"Sociology","Non-STEM"
"8513",2006,"Private",8,37916,19816,"Social sciences: Others","Non-STEM"
"8514",2006,"Private",9,11544,2606,"Mathematics","STEM"
"8515",2006,"Private",10,7460,881,"Physics","STEM"
"8516",2006,"Private",11,5968,2526,"Chemistry","STEM"
"8517",2006,"Private",12,1627,1103,"Biology","STEM"
"8518",2006,"Private",13,1586,388,"Geography","STEM"
"8519",2006,"Private",14,8805,4341,"Physical sciences: Others","STEM"
"8520",2006,"Private",15,48119,1124,"Mechanical engineering","STEM"
"8521",2006,"Private",16,87502,4855,"Telecommunications engineering","STEM"
"8522",2006,"Private",17,44387,7600,"Civil engineering","STEM"
"8523",2006,"Private",18,16219,3731,"Applied chemistry","STEM"
"8524",2006,"Private",19,873,86,"Applied science","STEM"
"8525",2006,"Private",20,29,0,"Nuclear engineering","STEM"
"8526",2006,"Private",21,0,0,"Mining engineering","STEM"
"8527",2006,"Private",22,31,0,"Metallurgical engineering","STEM"
"8528",2006,"Private",23,0,0,"Textile engineering","STEM"
"8529",2006,"Private",24,896,48,"Marine engineering","STEM"
"8530",2006,"Private",25,2288,123,"Aeronautical engineering","STEM"
"8531",2006,"Private",26,9451,1060,"Engineering management","STEM"
"8532",2006,"Private",27,724,302,"Crafts","STEM"
"8533",2006,"Private",28,31902,7697,"Engineering: Others","STEM"
"8534",2006,"Private",29,3913,2014,"Agricultural sciences","STEM"
"8535",2006,"Private",30,2660,2353,"Agricultural chemistry","STEM"
"8536",2006,"Private",31,1758,687,"Agricultural engineering","STEM"
"8537",2006,"Private",32,2119,545,"Agricultural economics","STEM"
"8538",2006,"Private",33,516,245,"Forestry","STEM"
"8539",2006,"Private",34,0,0,"Forest products","STEM"
"8540",2006,"Private",35,3666,3663,"Veterinary medicine","STEM"
"8541",2006,"Private",36,2424,780,"Fisheries science","STEM"
"8542",2006,"Private",37,5628,4287,"Agricultural sciences: Others","STEM"
"8543",2006,"Private",38,11804,6329,"Medicine","Health"
"8544",2006,"Private",39,7891,4366,"Dentistry","Health"
"8545",2006,"Private",40,18669,24687,"Pharmacy","Health"
"8546",2006,"Private",41,1563,15194,"Nursing","Health"
"8547",2006,"Private",42,15547,19728,"Health: Others","Health"
"8548",2006,"Private",43,0,0,"Merchant marine","Non-STEM"
"8549",2006,"Private",44,2367,18403,"Home economics","Non-STEM"
"8550",2006,"Private",45,2234,23541,"Food science","Non-STEM"
"8551",2006,"Private",46,303,6277,"Clothing","Non-STEM"
"8552",2006,"Private",47,78,1574,"Housing","Non-STEM"
"8553",2006,"Private",48,529,3875,"Child","Non-STEM"
"8554",2006,"Private",49,6477,13329,"Pedagogy","Non-STEM"
"8555",2006,"Private",50,94,141,"Elementary school education","Non-STEM"
"8556",2006,"Private",51,0,0,"Junior high school education","Non-STEM"
"8557",2006,"Private",52,0,0,"High school education","Non-STEM"
"8558",2006,"Private",53,0,0,"Specialized subjects education","Non-STEM"
"8559",2006,"Private",54,0,0,"Visually impaired education","Non-STEM"
"8560",2006,"Private",55,0,0,"Deaf education","Non-STEM"
"8561",2006,"Private",56,0,0,"Special school education","Non-STEM"
"8562",2006,"Private",57,0,0,"Kindergarten education","Non-STEM"
"8563",2006,"Private",58,14399,9183,"Physical education","Non-STEM"
"8564",2006,"Private",59,5893,21575,"Pedagogy: Others","Non-STEM"
"8565",2006,"Private",60,2945,7165,"Fine arts","Non-STEM"
"8566",2006,"Private",61,5611,10203,"Design","Non-STEM"
"8567",2006,"Private",62,3305,14970,"Music","Non-STEM"
"8568",2006,"Private",63,8489,13723,"Fine arts: Others","Non-STEM"
"8569",2006,"Private",64,753,1129,"Liberal arts","Non-STEM"
"8570",2006,"Private",65,0,0,"General science","Non-STEM"
"8571",2006,"Private",66,0,530,"Liberal arts (humanities and social sciene)","Non-STEM"
"8572",2006,"Private",67,992,179,"Liberal arts (science)","Non-STEM"
"8573",2007,"Total",1,42516,110899,"Literature","Non-STEM"
"8574",2007,"Total",2,15090,12885,"History","Non-STEM"
"8575",2007,"Total",3,17781,24945,"Philosophy","Non-STEM"
"8576",2007,"Total",4,58721,115014,"Humanities: Others","Non-STEM"
"8577",2007,"Total",5,121483,51525,"Law and politics","Non-STEM"
"8578",2007,"Total",6,377823,117976,"Commerce and economics","Non-STEM"
"8579",2007,"Total",7,78801,89677,"Sociology","Non-STEM"
"8580",2007,"Total",8,47542,27960,"Social sciences: Others","Non-STEM"
"8581",2007,"Total",9,15798,4004,"Mathematics","STEM"
"8582",2007,"Total",10,11939,1744,"Physics","STEM"
"8583",2007,"Total",11,8941,3662,"Chemistry","STEM"
"8584",2007,"Total",12,4197,2978,"Biology","STEM"
"8585",2007,"Total",13,3186,978,"Geography","STEM"
"8586",2007,"Total",14,18896,7990,"Physical sciences: Others","STEM"
"8587",2007,"Total",15,74164,2098,"Mechanical engineering","STEM"
"8588",2007,"Total",16,129415,8006,"Telecommunications engineering","STEM"
"8589",2007,"Total",17,56408,10561,"Civil engineering","STEM"
"8590",2007,"Total",18,32881,7476,"Applied chemistry","STEM"
"8591",2007,"Total",19,4618,335,"Applied science","STEM"
"8592",2007,"Total",20,99,1,"Nuclear engineering","STEM"
"8593",2007,"Total",21,34,8,"Mining engineering","STEM"
"8594",2007,"Total",22,365,38,"Metallurgical engineering","STEM"
"8595",2007,"Total",23,1050,237,"Textile engineering","STEM"
"8596",2007,"Total",24,489,60,"Marine engineering","STEM"
"8597",2007,"Total",25,2715,141,"Aeronautical engineering","STEM"
"8598",2007,"Total",26,9934,1118,"Engineering management","STEM"
"8599",2007,"Total",27,791,382,"Crafts","STEM"
"8600",2007,"Total",28,61775,13514,"Engineering: Others","STEM"
"8601",2007,"Total",29,7082,4343,"Agricultural sciences","STEM"
"8602",2007,"Total",30,3620,3224,"Agricultural chemistry","STEM"
"8603",2007,"Total",31,2200,854,"Agricultural engineering","STEM"
"8604",2007,"Total",32,2432,992,"Agricultural economics","STEM"
"8605",2007,"Total",33,1266,610,"Forestry","STEM"
"8606",2007,"Total",34,0,0,"Forest products","STEM"
"8607",2007,"Total",35,5760,5050,"Veterinary medicine","STEM"
"8608",2007,"Total",36,4735,1895,"Fisheries science","STEM"
"8609",2007,"Total",37,17041,11869,"Agricultural sciences: Others","STEM"
"8610",2007,"Total",38,31500,15267,"Medicine","Health"
"8611",2007,"Total",39,10382,6207,"Dentistry","Health"
"8612",2007,"Total",40,24390,28964,"Pharmacy","Health"
"8613",2007,"Total",41,3658,35439,"Nursing","Health"
"8614",2007,"Total",42,24023,34716,"Health: Others","Health"
"8615",2007,"Total",43,51,5,"Merchant marine","Non-STEM"
"8616",2007,"Total",44,2359,19928,"Home economics","Non-STEM"
"8617",2007,"Total",45,3008,26474,"Food science","Non-STEM"
"8618",2007,"Total",46,385,6662,"Clothing","Non-STEM"
"8619",2007,"Total",47,267,1562,"Housing","Non-STEM"
"8620",2007,"Total",48,548,3934,"Child","Non-STEM"
"8621",2007,"Total",49,7933,15509,"Pedagogy","Non-STEM"
"8622",2007,"Total",50,4231,5221,"Elementary school education","Non-STEM"
"8623",2007,"Total",51,759,540,"Junior high school education","Non-STEM"
"8624",2007,"Total",52,0,0,"High school education","Non-STEM"
"8625",2007,"Total",53,0,4,"Specialized subjects education","Non-STEM"
"8626",2007,"Total",54,0,0,"Visually impaired education","Non-STEM"
"8627",2007,"Total",55,0,0,"Deaf education","Non-STEM"
"8628",2007,"Total",56,82,278,"Special school education","Non-STEM"
"8629",2007,"Total",57,15,142,"Kindergarten education","Non-STEM"
"8630",2007,"Total",58,16621,10080,"Physical education","Non-STEM"
"8631",2007,"Total",59,30682,57003,"Pedagogy: Others","Non-STEM"
"8632",2007,"Total",60,3243,8359,"Fine arts","Non-STEM"
"8633",2007,"Total",61,5741,10837,"Design","Non-STEM"
"8634",2007,"Total",62,3848,15891,"Music","Non-STEM"
"8635",2007,"Total",63,9236,15743,"Fine arts: Others","Non-STEM"
"8636",2007,"Total",64,1039,1861,"Liberal arts","Non-STEM"
"8637",2007,"Total",65,304,320,"General science","Non-STEM"
"8638",2007,"Total",66,1966,1493,"Liberal arts (humanities and social sciene)","Non-STEM"
"8639",2007,"Total",67,5130,779,"Liberal arts (science)","Non-STEM"
"8640",2007,"National",1,192,567,"Literature","Non-STEM"
"8641",2007,"National",2,474,302,"History","Non-STEM"
"8642",2007,"National",3,26,32,"Philosophy","Non-STEM"
"8643",2007,"National",4,10298,20968,"Humanities: Others","Non-STEM"
"8644",2007,"National",5,11008,6277,"Law and politics","Non-STEM"
"8645",2007,"National",6,27990,11699,"Commerce and economics","Non-STEM"
"8646",2007,"National",7,1968,1732,"Sociology","Non-STEM"
"8647",2007,"National",8,6277,4681,"Social sciences: Others","Non-STEM"
"8648",2007,"National",9,4091,1242,"Mathematics","STEM"
"8649",2007,"National",10,4307,780,"Physics","STEM"
"8650",2007,"National",11,2830,1236,"Chemistry","STEM"
"8651",2007,"National",12,2149,1637,"Biology","STEM"
"8652",2007,"National",13,1630,564,"Geography","STEM"
"8653",2007,"National",14,9183,3010,"Physical sciences: Others","STEM"
"8654",2007,"National",15,24762,932,"Mechanical engineering","STEM"
"8655",2007,"National",16,40029,2602,"Telecommunications engineering","STEM"
"8656",2007,"National",17,12406,2768,"Civil engineering","STEM"
"8657",2007,"National",18,16479,3711,"Applied chemistry","STEM"
"8658",2007,"National",19,3331,203,"Applied science","STEM"
"8659",2007,"National",20,64,1,"Nuclear engineering","STEM"
"8660",2007,"National",21,34,8,"Mining engineering","STEM"
"8661",2007,"National",22,357,38,"Metallurgical engineering","STEM"
"8662",2007,"National",23,1050,237,"Textile engineering","STEM"
"8663",2007,"National",24,390,57,"Marine engineering","STEM"
"8664",2007,"National",25,122,6,"Aeronautical engineering","STEM"
"8665",2007,"National",26,214,21,"Engineering management","STEM"
"8666",2007,"National",27,11,21,"Crafts","STEM"
"8667",2007,"National",28,25193,4931,"Engineering: Others","STEM"
"8668",2007,"National",29,2730,2056,"Agricultural sciences","STEM"
"8669",2007,"National",30,930,893,"Agricultural chemistry","STEM"
"8670",2007,"National",31,537,176,"Agricultural engineering","STEM"
"8671",2007,"National",32,323,238,"Agricultural economics","STEM"
"8672",2007,"National",33,664,318,"Forestry","STEM"
"8673",2007,"National",34,0,0,"Forest products","STEM"
"8674",2007,"National",35,1838,1407,"Veterinary medicine","STEM"
"8675",2007,"National",36,2153,1041,"Fisheries science","STEM"
"8676",2007,"National",37,9321,6259,"Agricultural sciences: Others","STEM"
"8677",2007,"National",38,16993,7655,"Medicine","Health"
"8678",2007,"National",39,2212,1602,"Dentistry","Health"
"8679",2007,"National",40,2740,2014,"Pharmacy","Health"
"8680",2007,"National",41,458,4714,"Nursing","Health"
"8681",2007,"National",42,4126,10981,"Health: Others","Health"
"8682",2007,"National",43,51,5,"Merchant marine","Non-STEM"
"8683",2007,"National",44,0,928,"Home economics","Non-STEM"
"8684",2007,"National",45,0,265,"Food science","Non-STEM"
"8685",2007,"National",46,0,0,"Clothing","Non-STEM"
"8686",2007,"National",47,195,108,"Housing","Non-STEM"
"8687",2007,"National",48,0,0,"Child","Non-STEM"
"8688",2007,"National",49,1147,1798,"Pedagogy","Non-STEM"
"8689",2007,"National",50,4156,5114,"Elementary school education","Non-STEM"
"8690",2007,"National",51,759,540,"Junior high school education","Non-STEM"
"8691",2007,"National",52,0,0,"High school education","Non-STEM"
"8692",2007,"National",53,0,4,"Specialized subjects education","Non-STEM"
"8693",2007,"National",54,0,0,"Visually impaired education","Non-STEM"
"8694",2007,"National",55,0,0,"Deaf education","Non-STEM"
"8695",2007,"National",56,82,278,"Special school education","Non-STEM"
"8696",2007,"National",57,15,142,"Kindergarten education","Non-STEM"
"8697",2007,"National",58,1361,555,"Physical education","Non-STEM"
"8698",2007,"National",59,23120,32951,"Pedagogy: Others","Non-STEM"
"8699",2007,"National",60,203,217,"Fine arts","Non-STEM"
"8700",2007,"National",61,68,115,"Design","Non-STEM"
"8701",2007,"National",62,314,648,"Music","Non-STEM"
"8702",2007,"National",63,358,915,"Fine arts: Others","Non-STEM"
"8703",2007,"National",64,352,516,"Liberal arts","Non-STEM"
"8704",2007,"National",65,304,320,"General science","Non-STEM"
"8705",2007,"National",66,1966,915,"Liberal arts (humanities and social sciene)","Non-STEM"
"8706",2007,"National",67,3443,505,"Liberal arts (science)","Non-STEM"
"8707",2007,"Public",1,1947,7036,"Literature","Non-STEM"
"8708",2007,"Public",2,92,92,"History","Non-STEM"
"8709",2007,"Public",3,13,216,"Philosophy","Non-STEM"
"8710",2007,"Public",4,3610,6381,"Humanities: Others","Non-STEM"
"8711",2007,"Public",5,1263,917,"Law and politics","Non-STEM"
"8712",2007,"Public",6,13407,7471,"Commerce and economics","Non-STEM"
"8713",2007,"Public",7,2164,4192,"Sociology","Non-STEM"
"8714",2007,"Public",8,2015,1832,"Social sciences: Others","Non-STEM"
"8715",2007,"Public",9,417,124,"Mathematics","STEM"
"8716",2007,"Public",10,376,66,"Physics","STEM"
"8717",2007,"Public",11,134,54,"Chemistry","STEM"
"8718",2007,"Public",12,383,256,"Biology","STEM"
"8719",2007,"Public",13,80,35,"Geography","STEM"
"8720",2007,"Public",14,920,544,"Physical sciences: Others","STEM"
"8721",2007,"Public",15,2202,93,"Mechanical engineering","STEM"
"8722",2007,"Public",16,4306,593,"Telecommunications engineering","STEM"
"8723",2007,"Public",17,1247,418,"Civil engineering","STEM"
"8724",2007,"Public",18,632,181,"Applied chemistry","STEM"
"8725",2007,"Public",19,216,13,"Applied science","STEM"
"8726",2007,"Public",20,0,0,"Nuclear engineering","STEM"
"8727",2007,"Public",21,0,0,"Mining engineering","STEM"
"8728",2007,"Public",22,0,0,"Metallurgical engineering","STEM"
"8729",2007,"Public",23,0,0,"Textile engineering","STEM"
"8730",2007,"Public",24,0,0,"Marine engineering","STEM"
"8731",2007,"Public",25,176,19,"Aeronautical engineering","STEM"
"8732",2007,"Public",26,202,56,"Engineering management","STEM"
"8733",2007,"Public",27,0,0,"Crafts","STEM"
"8734",2007,"Public",28,3713,988,"Engineering: Others","STEM"
"8735",2007,"Public",29,229,177,"Agricultural sciences","STEM"
"8736",2007,"Public",30,140,193,"Agricultural chemistry","STEM"
"8737",2007,"Public",31,74,55,"Agricultural engineering","STEM"
"8738",2007,"Public",32,144,230,"Agricultural economics","STEM"
"8739",2007,"Public",33,87,72,"Forestry","STEM"
"8740",2007,"Public",34,0,0,"Forest products","STEM"
"8741",2007,"Public",35,157,118,"Veterinary medicine","STEM"
"8742",2007,"Public",36,113,60,"Fisheries science","STEM"
"8743",2007,"Public",37,1155,864,"Agricultural sciences: Others","STEM"
"8744",2007,"Public",38,2707,1268,"Medicine","Health"
"8745",2007,"Public",39,369,218,"Dentistry","Health"
"8746",2007,"Public",40,922,601,"Pharmacy","Health"
"8747",2007,"Public",41,1042,12150,"Nursing","Health"
"8748",2007,"Public",42,1168,2228,"Health: Others","Health"
"8749",2007,"Public",43,0,0,"Merchant marine","Non-STEM"
"8750",2007,"Public",44,133,719,"Home economics","Non-STEM"
"8751",2007,"Public",45,115,1117,"Food science","Non-STEM"
"8752",2007,"Public",46,0,94,"Clothing","Non-STEM"
"8753",2007,"Public",47,0,0,"Housing","Non-STEM"
"8754",2007,"Public",48,0,0,"Child","Non-STEM"
"8755",2007,"Public",49,37,265,"Pedagogy","Non-STEM"
"8756",2007,"Public",50,0,0,"Elementary school education","Non-STEM"
"8757",2007,"Public",51,0,0,"Junior high school education","Non-STEM"
"8758",2007,"Public",52,0,0,"High school education","Non-STEM"
"8759",2007,"Public",53,0,0,"Specialized subjects education","Non-STEM"
"8760",2007,"Public",54,0,0,"Visually impaired education","Non-STEM"
"8761",2007,"Public",55,0,0,"Deaf education","Non-STEM"
"8762",2007,"Public",56,0,0,"Special school education","Non-STEM"
"8763",2007,"Public",57,0,0,"Kindergarten education","Non-STEM"
"8764",2007,"Public",58,0,0,"Physical education","Non-STEM"
"8765",2007,"Public",59,341,689,"Pedagogy: Others","Non-STEM"
"8766",2007,"Public",60,372,1085,"Fine arts","Non-STEM"
"8767",2007,"Public",61,265,516,"Design","Non-STEM"
"8768",2007,"Public",62,209,656,"Music","Non-STEM"
"8769",2007,"Public",63,125,577,"Fine arts: Others","Non-STEM"
"8770",2007,"Public",64,76,378,"Liberal arts","Non-STEM"
"8771",2007,"Public",65,0,0,"General science","Non-STEM"
"8772",2007,"Public",66,0,0,"Liberal arts (humanities and social sciene)","Non-STEM"
"8773",2007,"Public",67,198,28,"Liberal arts (science)","Non-STEM"
"8774",2007,"Private",1,40377,103296,"Literature","Non-STEM"
"8775",2007,"Private",2,14524,12491,"History","Non-STEM"
"8776",2007,"Private",3,17742,24697,"Philosophy","Non-STEM"
"8777",2007,"Private",4,44813,87665,"Humanities: Others","Non-STEM"
"8778",2007,"Private",5,109212,44331,"Law and politics","Non-STEM"
"8779",2007,"Private",6,336426,98806,"Commerce and economics","Non-STEM"
"8780",2007,"Private",7,74669,83753,"Sociology","Non-STEM"
"8781",2007,"Private",8,39250,21447,"Social sciences: Others","Non-STEM"
"8782",2007,"Private",9,11290,2638,"Mathematics","STEM"
"8783",2007,"Private",10,7256,898,"Physics","STEM"
"8784",2007,"Private",11,5977,2372,"Chemistry","STEM"
"8785",2007,"Private",12,1665,1085,"Biology","STEM"
"8786",2007,"Private",13,1476,379,"Geography","STEM"
"8787",2007,"Private",14,8793,4436,"Physical sciences: Others","STEM"
"8788",2007,"Private",15,47200,1073,"Mechanical engineering","STEM"
"8789",2007,"Private",16,85080,4811,"Telecommunications engineering","STEM"
"8790",2007,"Private",17,42755,7375,"Civil engineering","STEM"
"8791",2007,"Private",18,15770,3584,"Applied chemistry","STEM"
"8792",2007,"Private",19,1071,119,"Applied science","STEM"
"8793",2007,"Private",20,35,0,"Nuclear engineering","STEM"
"8794",2007,"Private",21,0,0,"Mining engineering","STEM"
"8795",2007,"Private",22,8,0,"Metallurgical engineering","STEM"
"8796",2007,"Private",23,0,0,"Textile engineering","STEM"
"8797",2007,"Private",24,99,3,"Marine engineering","STEM"
"8798",2007,"Private",25,2417,116,"Aeronautical engineering","STEM"
"8799",2007,"Private",26,9518,1041,"Engineering management","STEM"
"8800",2007,"Private",27,780,361,"Crafts","STEM"
"8801",2007,"Private",28,32869,7595,"Engineering: Others","STEM"
"8802",2007,"Private",29,4123,2110,"Agricultural sciences","STEM"
"8803",2007,"Private",30,2550,2138,"Agricultural chemistry","STEM"
"8804",2007,"Private",31,1589,623,"Agricultural engineering","STEM"
"8805",2007,"Private",32,1965,524,"Agricultural economics","STEM"
"8806",2007,"Private",33,515,220,"Forestry","STEM"
"8807",2007,"Private",34,0,0,"Forest products","STEM"
"8808",2007,"Private",35,3765,3525,"Veterinary medicine","STEM"
"8809",2007,"Private",36,2469,794,"Fisheries science","STEM"
"8810",2007,"Private",37,6565,4746,"Agricultural sciences: Others","STEM"
"8811",2007,"Private",38,11800,6344,"Medicine","Health"
"8812",2007,"Private",39,7801,4387,"Dentistry","Health"
"8813",2007,"Private",40,20728,26349,"Pharmacy","Health"
"8814",2007,"Private",41,2158,18575,"Nursing","Health"
"8815",2007,"Private",42,18729,21507,"Health: Others","Health"
"8816",2007,"Private",43,0,0,"Merchant marine","Non-STEM"
"8817",2007,"Private",44,2226,18281,"Home economics","Non-STEM"
"8818",2007,"Private",45,2893,25092,"Food science","Non-STEM"
"8819",2007,"Private",46,385,6568,"Clothing","Non-STEM"
"8820",2007,"Private",47,72,1454,"Housing","Non-STEM"
"8821",2007,"Private",48,548,3934,"Child","Non-STEM"
"8822",2007,"Private",49,6749,13446,"Pedagogy","Non-STEM"
"8823",2007,"Private",50,75,107,"Elementary school education","Non-STEM"
"8824",2007,"Private",51,0,0,"Junior high school education","Non-STEM"
"8825",2007,"Private",52,0,0,"High school education","Non-STEM"
"8826",2007,"Private",53,0,0,"Specialized subjects education","Non-STEM"
"8827",2007,"Private",54,0,0,"Visually impaired education","Non-STEM"
"8828",2007,"Private",55,0,0,"Deaf education","Non-STEM"
"8829",2007,"Private",56,0,0,"Special school education","Non-STEM"
"8830",2007,"Private",57,0,0,"Kindergarten education","Non-STEM"
"8831",2007,"Private",58,15260,9525,"Physical education","Non-STEM"
"8832",2007,"Private",59,7221,23363,"Pedagogy: Others","Non-STEM"
"8833",2007,"Private",60,2668,7057,"Fine arts","Non-STEM"
"8834",2007,"Private",61,5408,10206,"Design","Non-STEM"
"8835",2007,"Private",62,3325,14587,"Music","Non-STEM"
"8836",2007,"Private",63,8753,14251,"Fine arts: Others","Non-STEM"
"8837",2007,"Private",64,611,967,"Liberal arts","Non-STEM"
"8838",2007,"Private",65,0,0,"General science","Non-STEM"
"8839",2007,"Private",66,0,578,"Liberal arts (humanities and social sciene)","Non-STEM"
"8840",2007,"Private",67,1489,246,"Liberal arts (science)","Non-STEM"
"8841",2008,"Total",1,41253,109219,"Literature","Non-STEM"
"8842",2008,"Total",2,14405,12575,"History","Non-STEM"
"8843",2008,"Total",3,17689,25320,"Philosophy","Non-STEM"
"8844",2008,"Total",4,59043,114472,"Humanities: Others","Non-STEM"
"8845",2008,"Total",5,120681,50337,"Law and politics","Non-STEM"
"8846",2008,"Total",6,371906,119768,"Commerce and economics","Non-STEM"
"8847",2008,"Total",7,75241,87779,"Sociology","Non-STEM"
"8848",2008,"Total",8,47594,28464,"Social sciences: Others","Non-STEM"
"8849",2008,"Total",9,14678,3950,"Mathematics","STEM"
"8850",2008,"Total",10,11852,1679,"Physics","STEM"
"8851",2008,"Total",11,9137,3691,"Chemistry","STEM"
"8852",2008,"Total",12,4590,3018,"Biology","STEM"
"8853",2008,"Total",13,3024,1004,"Geography","STEM"
"8854",2008,"Total",14,18311,7703,"Physical sciences: Others","STEM"
"8855",2008,"Total",15,72948,2022,"Mechanical engineering","STEM"
"8856",2008,"Total",16,125182,7665,"Telecommunications engineering","STEM"
"8857",2008,"Total",17,54601,10168,"Civil engineering","STEM"
"8858",2008,"Total",18,31591,7276,"Applied chemistry","STEM"
"8859",2008,"Total",19,5875,504,"Applied science","STEM"
"8860",2008,"Total",20,85,4,"Nuclear engineering","STEM"
"8861",2008,"Total",21,6,0,"Mining engineering","STEM"
"8862",2008,"Total",22,350,29,"Metallurgical engineering","STEM"
"8863",2008,"Total",23,896,219,"Textile engineering","STEM"
